Marca,Modelo,Ano,Tipo_combustivel,Potencia_motor,Cilindros_motor,Tipo_transmissao,Rodas_motrizes,Numero_portas,Tamanho,Estilo,Consumo_estrada_milhas,Consumo_cidade_milhas,Valor($)
Toyota,Matrix,2011,gasolina comum,132.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,32,26,18845
Ford,E-Series Van,2014,flex (gasolina/E85),255.0,8.0,automatico,tracao traseira,3.0,grande,van de carga,16,12,33660
Toyota,Camry,2017,gasolina comum,268.0,6.0,automatico,tracao dianteira,4.0,medio,seda,30,21,31370
GMC,Envoy XUV,2005,gasolina comum,275.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,17,12,32030
Volkswagen,CC,2015,gasolina premium (recomendada),200.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,31,22,34095
Hyundai,Accent,2016,gasolina comum,137.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,37,26,16195
Porsche,Boxster,2015,gasolina premium (obrigatoria),265.0,6.0,manual,tracao traseira,2.0,compacto,conversivel,30,20,51400
Mercedes-Benz,300-Class,1993,gasolina comum,228.0,6.0,automatico,tracao traseira,4.0,grande,seda,18,14,2540
Chevrolet,S-10,2003,gasolina comum,190.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,18,14,24370
Suzuki,Grand Vitara,2013,gasolina comum,166.0,4.0,automatico,tracao nas quatro rodas,4.0,compacto,SUV 4 portas,23,19,25949
Audi,80,1992,gasolina comum,130.0,5.0,manual,tracao integral,4.0,compacto,seda,22,16,2000
Chevrolet,Astro Cargo,2004,gasolina comum,190.0,6.0,automatico,tracao integral,3.0,grande,minivan de carga,18,14,25195
Volkswagen,Beetle Convertible,2015,gasolina comum,170.0,4.0,automatico,tracao dianteira,2.0,compacto,conversivel,32,24,25995
Ford,E-Series Wagon,2012,flex (gasolina/E85),255.0,8.0,automatico,tracao traseira,3.0,medio,van de passageiros,15,11,35620
Mazda,3,2017,gasolina comum,155.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,37,27,19095
Nissan,Versa,2017,gasolina comum,109.0,4.0,manual,tracao dianteira,4.0,compacto,seda,36,27,11990
Toyota,Tacoma,2015,gasolina comum,236.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine estendida,21,16,36705
Mitsubishi,Lancer Evolution,2013,gasolina premium (obrigatoria),291.0,4.0,manual,tracao integral,4.0,compacto,seda,23,17,34695
BMW,M2,2016,gasolina premium (obrigatoria),365.0,6.0,manual,tracao traseira,2.0,compacto,cupe,26,18,51700
Nissan,Armada,2017,gasolina comum,390.0,8.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,19,14,57590
Nissan,370Z,2017,gasolina premium (obrigatoria),332.0,6.0,automatico,tracao traseira,2.0,compacto,cupe,26,19,38370
Volkswagen,Passat,2015,gasolina comum,170.0,4.0,manual,tracao dianteira,4.0,medio,seda,35,24,26915
Ford,F-150,2017,gasolina comum,325.0,6.0,automatico,tracao traseira,4.0,grande,picape cabine estendida,26,19,35895
Dodge,Daytona,1993,gasolina comum,100.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,29,22,2000
Chevrolet,Tracker,2003,gasolina comum,127.0,4.0,manual,tracao traseira,2.0,compacto,SUV Conversível,24,20,16630
Chevrolet,Silverado 1500,2017,flex (gasolina/E85),285.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine estendida,22,17,35590
Infiniti,Q70,2014,gasolina premium (obrigatoria),330.0,6.0,automatico,tracao traseira,4.0,grande,seda,26,18,49600
Oldsmobile,Alero,2002,gasolina comum,140.0,4.0,automatico,tracao dianteira,2.0,medio,cupe,30,21,17805
Cadillac,ATS Coupe,2015,gasolina premium (recomendada),272.0,4.0,automatico,tracao integral,2.0,compacto,cupe,29,20,46935
Toyota,T100,1996,gasolina comum,190.0,6.0,manual,tracao traseira,2.0,grande,picape cabine estendida,20,15,2563
Infiniti,G37 Sedan,2010,gasolina premium (recomendada),328.0,6.0,automatico,tracao traseira,4.0,medio,seda,27,19,43350
Suzuki,Vitara,2004,gasolina comum,165.0,6.0,manual,tracao nas quatro rodas,4.0,compacto,SUV 4 portas,20,17,18199
Chevrolet,City Express,2016,gasolina comum,131.0,4.0,automatico,tracao dianteira,4.0,compacto,minivan de carga,26,24,23515
Suzuki,Sidekick,1997,gasolina comum,95.0,4.0,manual,tracao nas quatro rodas,2.0,compacto,SUV Conversível,24,21,2000
Plymouth,Sundance,1994,gasolina comum,100.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,27,21,2000
Volkswagen,Golf GTI,2015,gasolina premium (recomendada),220.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,hatchback 4 portas,33,25,27980
Cadillac,CTS Coupe,2012,gasolina comum,318.0,6.0,automatico,tracao integral,2.0,medio,cupe,27,18,45850
Chevrolet,HHR,2010,gasolina premium (recomendada),260.0,4.0,manual,tracao dianteira,4.0,compacto,perua,29,21,26255
Nissan,Sentra,2015,gasolina comum,130.0,4.0,manual,tracao dianteira,4.0,medio,seda,36,27,16530
Mazda,Tribute,2011,flex (gasolina/E85),240.0,6.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,25,19,27315
GMC,Sonoma,2002,flex (gasolina/E85),120.0,4.0,manual,tracao traseira,3.0,compacto,picape cabine estendida,25,19,15957
Land Rover,Range Rover Evoque,2016,gasolina premium (recomendada),240.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,30,21,41475
Chevrolet,Silverado 1500,2016,gasolina comum,355.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,22,16,48200
Mercedes-Benz,190-Class,1993,gasolina comum,158.0,6.0,manual,tracao traseira,4.0,compacto,seda,25,17,2000
Pontiac,Torrent,2009,gasolina comum,185.0,6.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,24,17,26815
Infiniti,M,2012,gasolina premium (obrigatoria),330.0,6.0,automatico,tracao traseira,4.0,grande,seda,26,18,47700
Ford,Shelby GT350,2016,gasolina premium (recomendada),526.0,8.0,manual,tracao traseira,2.0,medio,cupe,21,14,47795
Hyundai,Sonata,2015,gasolina comum,185.0,4.0,automatico,tracao dianteira,4.0,medio,seda,37,25,21150
Toyota,Tundra,2015,gasolina comum,381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,17,13,47975
Chevrolet,Uplander,2006,gasolina comum,201.0,6.0,automatico,tracao dianteira,4.0,compacto,minivan de passageiros,23,16,19250
Volvo,XC60,2016,gasolina comum,302.0,4.0,automatico,tracao integral,4.0,medio,SUV 4 portas,28,20,43350
Lincoln,Navigator,2016,gasolina comum,380.0,6.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,20,15,73645
GMC,Yukon,2017,flex (gasolina/E85),355.0,8.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,23,16,48530
Toyota,Tundra,2016,gasolina comum,381.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine estendida,18,13,30840
Oldsmobile,Ninety-Eight,1994,gasolina comum,225.0,6.0,automatico,tracao dianteira,4.0,grande,seda,24,15,2000
Infiniti,G Convertible,2011,gasolina premium (recomendada),325.0,6.0,automatico,tracao traseira,2.0,medio,conversivel,25,17,45750
Audi,Q7,2015,diesel,240.0,6.0,automatico,tracao integral,4.0,grande,SUV 4 portas,28,19,53400
Volkswagen,Golf GTI,2016,gasolina premium (recomendada),210.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,hatchback 4 portas,33,25,31235
Toyota,Tacoma,2015,gasolina comum,236.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,21,16,28235
Infiniti,Q50,2016,gasolina premium (obrigatoria),300.0,6.0,automatico,tracao traseira,4.0,medio,seda,29,19,39900
Volvo,V60 Cross Country,2017,gasolina comum,240.0,4.0,automatico,tracao integral,4.0,medio,perua,30,22,45350
Lexus,ES 300h,2017,gasolina comum,200.0,4.0,automatico,tracao dianteira,4.0,medio,seda,39,40,41820
Chevrolet,Black Diamond Avalanche,2013,flex (gasolina/E85),320.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,21,15,35980
Acura,TL,2014,gasolina premium (recomendada),280.0,6.0,automatico,tracao dianteira,4.0,medio,seda,29,20,36030
Plymouth,Voyager,1999,flex (gasolina/E85),158.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,22,16,2110
BMW,4 Series Gran Coupe,2017,gasolina premium (recomendada),248.0,4.0,automatico,tracao integral,4.0,medio,seda,33,23,43950
Toyota,Tundra,2017,gasolina comum,381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,17,13,50030
Buick,Verano,2017,gasolina comum,180.0,4.0,automatico,tracao dianteira,4.0,medio,seda,31,21,26555
Toyota,Tacoma,2016,gasolina comum,159.0,4.0,automatico,tracao traseira,4.0,compacto,picape cabine estendida,23,19,25745
Volkswagen,Jetta,2016,gasolina premium (recomendada),210.0,4.0,automatico,tracao dianteira,4.0,medio,seda,33,24,28020
Volkswagen,GTI,2013,gasolina premium (recomendada),200.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,31,21,29695
GMC,Savana,2016,flex (gasolina/E85),285.0,8.0,automatico,tracao traseira,3.0,medio,van de passageiros,16,11,35285
Ford,F-250,1997,gasolina comum,220.0,8.0,manual,tracao traseira,2.0,grande,picape cabine simples,17,12,3104
Chevrolet,C/K 1500 Series,1998,gasolina comum,200.0,6.0,manual,tracao traseira,2.0,grande,picape cabine simples,21,16,2639
BMW,3 Series,2015,gasolina premium (obrigatoria),240.0,4.0,automatico,tracao traseira,4.0,medio,seda,35,23,37500
Honda,Civic,2017,gasolina comum,174.0,4.0,manual,tracao dianteira,4.0,medio,seda,42,31,21500
Lincoln,Mark VIII,1996,gasolina comum,280.0,8.0,automatico,tracao traseira,2.0,grande,cupe,24,16,2000
Audi,allroad quattro,2005,gasolina comum,250.0,6.0,automatico,tracao integral,4.0,medio,perua,20,15,40250
Mercedes-Benz,E-Class,2015,gasolina premium (obrigatoria),402.0,8.0,automatico,tracao traseira,2.0,medio,conversivel,26,17,67750
Cadillac,XTS,2017,gasolina premium (obrigatoria),410.0,6.0,automatico,tracao integral,4.0,grande,seda,23,16,63795
Plymouth,Laser,1994,gasolina comum,195.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,26,19,2000
Toyota,FJ Cruiser,2012,gasolina comum,260.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,20,17,27705
GMC,Acadia Limited,2017,gasolina comum,281.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,22,15,45850
Mitsubishi,Outlander Sport,2017,gasolina comum,168.0,4.0,automatico,tracao nas quatro rodas,4.0,compacto,SUV 4 portas,27,22,25695
Subaru,Baja,2006,gasolina premium (obrigatoria),210.0,4.0,manual,tracao integral,4.0,compacto,picape cabine dupla,23,17,24595
Chevrolet,Silverado 1500,2016,flex (gasolina/E85),285.0,6.0,automatico,tracao traseira,2.0,grande,picape cabine simples,24,18,27485
Toyota,Pickup,1993,gasolina comum,150.0,6.0,manual,tracao traseira,2.0,compacto,picape cabine estendida,20,15,2000
Mercedes-Benz,420-Class,1991,gasolina comum,201.0,8.0,automatico,tracao traseira,4.0,grande,seda,17,14,2186
Volkswagen,Jetta,2015,diesel,150.0,4.0,manual,tracao dianteira,4.0,medio,seda,46,31,26410
Dodge,Ram Pickup 1500,2009,flex (gasolina/E85),310.0,8.0,automatico,tracao nas quatro rodas,2.0,grande,picape cabine simples,18,13,25975
Chrysler,Le Baron,1993,gasolina comum,100.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,26,21,2000
Ford,F-250,1999,gasolina comum,220.0,8.0,manual,tracao traseira,2.0,grande,picape cabine simples,17,13,3251
Mitsubishi,Outlander Sport,2015,gasolina comum,148.0,4.0,manual,tracao dianteira,4.0,compacto,SUV 4 portas,30,24,19595
Acura,Integra,2000,gasolina comum,140.0,4.0,manual,tracao dianteira,4.0,compacto,seda,28,22,3012
Volkswagen,Jetta GLI,2014,gasolina premium (recomendada),210.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,32,24,27925
BMW,4 Series,2016,gasolina premium (obrigatoria),240.0,4.0,automatico,tracao traseira,2.0,medio,cupe,35,23,41850
Chevrolet,Malibu Limited,2016,gasolina comum,197.0,4.0,automatico,tracao dianteira,4.0,medio,seda,34,24,22565
Hyundai,Scoupe,1994,gasolina comum,92.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,30,23,2000
Hyundai,Elantra Coupe,2013,gasolina comum,145.0,4.0,automatico,tracao dianteira,2.0,compacto,cupe,37,27,18595
Volkswagen,Vanagon,1990,gasolina comum,90.0,4.0,manual,tracao traseira,3.0,grande,minivan de passageiros,18,16,2000
Volkswagen,Jetta,2016,gasolina premium (recomendada),210.0,4.0,automatico,tracao dianteira,4.0,medio,seda,33,24,30380
Chevrolet,Trax,2015,gasolina comum,138.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,34,26,20040
Mitsubishi,Lancer,2017,gasolina comum,148.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,34,27,18795
Chevrolet,Beretta,1995,gasolina comum,120.0,4.0,manual,tracao dianteira,2.0,medio,cupe,33,21,2000
BMW,3 Series,2017,gasolina premium (recomendada),248.0,4.0,automatico,tracao traseira,4.0,medio,seda,34,23,38750
Chevrolet,Silverado 1500,2015,flex (gasolina/E85),285.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,22,17,42010
Ford,F-150,2017,flex (gasolina/E85),385.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,22,15,50280
Audi,A5,2016,gasolina premium (obrigatoria),220.0,4.0,automatico,tracao integral,2.0,medio,cupe,31,22,43800
Volkswagen,Jetta Hybrid,2014,gasolina premium (obrigatoria),170.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,48,42,25560
Audi,TTS,2015,gasolina premium (obrigatoria),265.0,4.0,manual automatizado,tracao integral,2.0,compacto,cupe,31,22,48700
Toyota,Sequoia,2015,gasolina comum,381.0,8.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,17,13,44395
Infiniti,QX80,2014,gasolina premium (recomendada),400.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,20,14,65800
Pontiac,Aztek,2005,gasolina comum,185.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,22,16,24445
Acura,MDX,2015,gasolina premium (recomendada),290.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,28,20,46840
Cadillac,SRX,2016,gasolina comum,308.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,16,46135
Acura,Legend,1993,gasolina comum,230.0,6.0,manual,tracao dianteira,2.0,medio,cupe,23,15,2042
Chevrolet,Captiva Sport,2015,flex (gasolina/E85),180.0,4.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,28,20,25985
Mazda,MX-3,1993,gasolina comum,130.0,6.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,26,20,2000
Toyota,Tacoma,2017,gasolina comum,278.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,23,18,42760
GMC,Sierra 1500,2017,gasolina comum,355.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,22,16,52455
Subaru,Loyale,1994,gasolina comum,90.0,4.0,manual,tracao nas quatro rodas,4.0,compacto,perua,26,21,2000
Mazda,B-Series Pickup,2000,gasolina comum,160.0,6.0,manual,tracao nas quatro rodas,4.0,compacto,picape cabine estendida,19,15,3768
Toyota,RAV4,2015,gasolina comum,176.0,4.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,31,24,25240
Hyundai,Elantra Coupe,2013,gasolina comum,148.0,4.0,automatico,tracao dianteira,2.0,compacto,cupe,37,27,18595
Buick,LaCrosse,2015,flex (gasolina/E85),304.0,6.0,automatico,tracao dianteira,4.0,grande,seda,28,18,39970
Mazda,CX-3,2017,gasolina comum,146.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,32,27,23210
Nissan,Versa Note,2015,gasolina comum,109.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,40,31,15430
FIAT,500X,2016,gasolina comum,180.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,31,22,22735
Nissan,Versa,2015,gasolina comum,109.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,40,31,15530
Toyota,Tundra,2017,flex (gasolina/E85),381.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine estendida,18,13,31290
Oldsmobile,Silhouette,2004,gasolina comum,185.0,6.0,automatico,tracao integral,4.0,medio,minivan de passageiros,22,16,34740
Chrysler,Town and Country,2016,flex (gasolina/E85),283.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,25,17,40645
Nissan,350Z,2007,gasolina comum,306.0,6.0,manual,tracao traseira,2.0,compacto,cupe,25,18,27900
GMC,Sierra Classic 1500,1999,gasolina comum,200.0,8.0,automatico,tracao nas quatro rodas,3.0,grande,picape cabine estendida,16,12,4827
Acura,MDX,2017,gasolina premium (recomendada),290.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,27,19,43950
Suzuki,SX4,2012,gasolina comum,148.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,30,23,17999
Hyundai,Elantra,2016,gasolina comum,145.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,38,28,18250
Suzuki,Kizashi,2011,gasolina comum,185.0,4.0,manual,tracao dianteira,4.0,medio,seda,31,21,18999
Suzuki,XL-7,2005,gasolina comum,185.0,6.0,automatico,tracao traseira,4.0,medio,SUV 4 portas,21,16,21399
Mercedes-Benz,E-Class,2017,gasolina premium (obrigatoria),241.0,4.0,automatico,tracao traseira,4.0,medio,seda,30,22,52150
Acura,RDX,2017,gasolina premium (recomendada),279.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,27,19,43720
Cadillac,ATS,2015,gasolina comum,202.0,4.0,automatico,tracao traseira,4.0,compacto,seda,33,21,33215
Chevrolet,Sonic,2016,gasolina comum,138.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,33,25,21495
GMC,Sierra 1500,2016,gasolina comum,355.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,23,16,44120
Kia,Optima,2016,gasolina comum,185.0,4.0,automatico,tracao dianteira,4.0,medio,seda,35,24,25140
Ford,Explorer Sport Trac,2009,gasolina comum,292.0,8.0,automatico,tracao traseira,4.0,compacto,picape cabine dupla,21,15,27295
Cadillac,DTS,2010,gasolina premium (recomendada),275.0,8.0,automatico,tracao dianteira,4.0,grande,seda,23,15,54425
Infiniti,G Sedan,2011,gasolina premium (recomendada),328.0,6.0,automatico,tracao integral,4.0,medio,seda,25,18,44750
Ford,Transit Wagon,2016,flex (gasolina/E85),275.0,6.0,automatico,tracao traseira,3.0,medio,van de passageiros,19,14,38120
Hyundai,Genesis Coupe,2014,gasolina premium (recomendada),274.0,4.0,manual,tracao traseira,2.0,medio,cupe,27,19,27200
Plymouth,Neon,1999,gasolina comum,150.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,36,24,2000
Honda,Civic,2017,gasolina premium (recomendada),180.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,36,30,22100
Honda,Insight,2013,gasolina comum,98.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,44,41,22065
Oldsmobile,LSS,1998,gasolina comum,195.0,6.0,automatico,tracao dianteira,4.0,grande,seda,27,17,2283
Mazda,MX-6,1997,gasolina comum,164.0,6.0,manual,tracao dianteira,2.0,compacto,cupe,24,18,2000
GMC,Canyon,2016,gasolina comum,200.0,4.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine estendida,25,19,31855
GMC,S-15,1990,gasolina comum,105.0,4.0,manual,tracao traseira,2.0,compacto,picape cabine simples,25,21,2000
Mercedes-Benz,E-Class,2016,gasolina premium (obrigatoria),302.0,6.0,automatico,tracao integral,4.0,medio,perua,27,20,59900
Mazda,626,2000,gasolina comum,130.0,4.0,manual,tracao dianteira,4.0,medio,seda,29,23,2000
Dodge,Neon,2003,gasolina premium (obrigatoria),215.0,4.0,manual,tracao dianteira,4.0,compacto,seda,27,19,19450
Oldsmobile,Silhouette,2003,gasolina comum,185.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,24,17,28040
Cadillac,CTS Coupe,2013,gasolina comum,318.0,6.0,automatico,tracao integral,2.0,medio,cupe,27,18,40805
Porsche,Macan,2016,gasolina premium (obrigatoria),400.0,6.0,manual automatizado,tracao integral,4.0,medio,SUV 4 portas,23,17,73900
Cadillac,Escalade EXT,2013,flex (gasolina premium recomendada/E85),403.0,8.0,automatico,tracao integral,4.0,grande,picape cabine dupla,18,13,69640
Volkswagen,Beetle,2015,diesel,150.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,41,31,27710
Nissan,350Z,2008,gasolina comum,306.0,6.0,manual,tracao traseira,2.0,compacto,cupe,25,18,38680
Mercedes-Benz,350-Class,1991,diesel,134.0,6.0,automatico,tracao traseira,4.0,grande,seda,23,19,2178
Hyundai,Veloster,2014,gasolina comum,132.0,4.0,manual automatizado,tracao dianteira,3.0,compacto,hatchback 2 portas,36,28,19050
Ford,Freestyle,2007,gasolina comum,203.0,6.0,automatico,tracao dianteira,4.0,grande,perua,25,18,25920
Plymouth,Colt,1992,gasolina comum,92.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,32,25,2000
BMW,X4,2016,gasolina premium (obrigatoria),360.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,25,18,57800
GMC,Canyon,2015,gasolina comum,200.0,4.0,automatico,tracao traseira,4.0,compacto,picape cabine dupla,27,20,31650
Volkswagen,Jetta SportWagen,2012,gasolina comum,170.0,5.0,automatico,tracao dianteira,4.0,compacto,perua,31,24,25960
Dodge,RAM 150,1993,gasolina comum,230.0,8.0,manual,tracao nas quatro rodas,2.0,grande,picape cabine estendida,15,12,2083
Nissan,Frontier,2017,gasolina comum,261.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine estendida,21,15,27320
Lincoln,Mark VII,1992,gasolina comum,225.0,8.0,automatico,tracao traseira,2.0,grande,cupe,22,15,2000
Volvo,V40,2003,gasolina premium (obrigatoria),170.0,4.0,automatico,tracao dianteira,4.0,compacto,perua,27,19,24900
